L,U,V,t,β,δ,uS,ud,QuS,Qud,Converged,I,f,g,g0,ΔT,μ
128,0.0,7.8,1.0,100.0,0.01,0.2517081076562531,NaN,1.6653345369377348e-12,733.35794650382,false,250,NaN,0.05,0.05,62.997062971,0.003239183952412619
128,0.0,7.9,1.0,100.0,0.01,0.2485874864510142,NaN,7.216449660063518e-13,736.7025357783758,false,250,NaN,0.05,0.05,63.989662125,0.003251986619484904
128,0.0,8.0,1.0,100.0,0.01,0.24554199173834754,NaN,1.2212453270876722e-12,739.8718522179831,false,250,NaN,0.05,0.05,61.250312491,0.003264997531067366
128,0.0,4.0,1.0,100.0,0.02,0.4044125493392141,1.3877787807814457e-17,0.973461224607064,3.047120234241082e-14,true,126,-0.8097719824243998,0.05,0.05,32.627630852,0.013212169937457028
128,0.0,4.1,1.0,100.0,0.02,0.4042813625788001,0.0,0.9588876822979042,1.835264727572132e-15,true,126,-0.8096054103820638,0.05,0.05,32.519877902,0.01203273680874896
128,0.0,4.2,1.0,100.0,0.02,0.4041022378365743,-2.7755575615628914e-17,0.9875729789310395,5.979666251693629e-14,true,125,-0.809363847120511,0.05,0.05,32.288856071,0.010852457144592991
128,0.0,4.3,1.0,100.0,0.02,0.4038473601458493,0.0,0.9525031317608734,1.4558075710410557e-15,true,125,-0.8089997010727539,0.05,0.05,32.339454876,0.009665585173168243
128,0.0,4.4,1.0,100.0,0.02,0.4034721440579853,1.3877787807814457e-17,0.9983980885841515,2.9262940721114894e-14,true,123,-0.8084347479796645,0.05,0.05,31.77578354,0.008484433647812872
128,0.0,4.5,1.0,100.0,0.02,0.4028868866469139,-1.3877787807814457e-17,0.948842288734375,2.8216320847578554e-14,true,122,-0.8075079415838153,0.05,0.05,31.567446904,0.00730635971350551
128,0.0,4.6,1.0,100.0,0.02,0.4019378622000197,-1.3877787807814457e-17,0.9803232618149638,2.9284021889573784e-14,true,118,-0.8059359233549078,0.05,0.05,30.612738105,0.006163025601700261
128,0.0,4.7,1.0,100.0,0.02,0.40034002051990686,2.275957200481571e-15,0.9767955157665709,4.662679561860333e-12,true,112,-0.8031792102589193,0.05,0.05,29.01743697,0.00508930621201654
128,0.0,4.8,1.0,100.0,0.02,0.3976996927625561,-2.5358949662379615e-10,0.9191818211639058,5.172573579900895e-7,true,103,-0.7984646480188854,0.05,0.05,26.807052301,0.004153857325932357
128,0.0,4.9,1.0,100.0,0.02,0.393796286147279,1.4305849034557117e-7,0.9563325835214576,0.000290922631719629,true,90,-0.7913150952790668,0.05,0.05,23.457086535,0.003427481898780662
128,0.0,5.0,1.0,100.0,0.02,0.38873742826218816,-2.2580120023762973e-7,0.8733435917144261,0.00045819614136800326,true,78,-0.7818707762746056,0.05,0.05,20.235970371,0.0029035112960118944
128,0.0,5.1,1.0,100.0,0.02,0.38302957030476437,-2.8736963392228532e-8,0.9542100217104776,5.822558926766325e-5,true,67,-0.7710970131731775,0.05,0.05,17.515155899,0.0025417358485191675
